COUNTRY,DATATYPE,PRODUCT,FLOW,TIME,VALUE
BELGIUM,BALANCE,NATGASCM,INDPROD,YTD2022,19.7
BELGIUM,BALANCE,NATGASCM,STCHANAT,2020,-147.3
BELGIUM,BALANCE,NATGASCM,STCHANAT,2021,-13.9
BELGIUM,BALANCE,NATGASCM,STCHANAT,3Q2022,258.5
BELGIUM,BALANCE,NATGASCM,STCHANAT,SEP2021,118.3
BELGIUM,BALANCE,NATGASCM,STCHANAT,SEP2022,56.8
BELGIUM,BALANCE,NATGASCM,STCHANAT,YTD2021,117.5
BELGIUM,BALANCE,NATGASCM,STCHANAT,YTD2022,327.8
BELGIUM,BALANCE,NATGASCM,TOTENTSB,2020,42696.4
BELGIUM,BALANCE,NATGASCM,TOTENTSB,2021,41005.2
BELGIUM,BALANCE,NATGASCM,TOTENTSB,3Q2022,15337.0
BELGIUM,BALANCE,NATGASCM,TOTENTSB,SEP2021,2455.5
BELGIUM,BALANCE,NATGASCM,TOTENTSB,SEP2022,5079.0
BELGIUM,BALANCE,NATGASCM,TOTENTSB,YTD2021,29545.1
BELGIUM,BALANCE,NATGASCM,TOTENTSB,YTD2022,45120.4
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,2020,24630.7
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,2021,22707.729
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,3Q2022,12269.3
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,SEP2021,1427.829
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,SEP2022,4046.7
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,YTD2021,16303.429
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,YTD2022,33381.4
CANADA,BALANCE,NATGASCM,GDINCTRO,2020,133021.767
CANADA,BALANCE,NATGASCM,GDINCTRO,2021,137805.594
CANADA,BALANCE,NATGASCM,GDINCTRO,3Q2022,18552.207
CANADA,BALANCE,NATGASCM,GDINCTRO,SEP2021,8925.013
CANADA,BALANCE,NATGASCM,GDINCTRO,YTD2021,99324.254
CANADA,BALANCE,NATGASCM,GDINCTRO,YTD2022,92445.381
CANADA,BALANCE,NATGASCM,INDPROD,2020,183527.509
CANADA,BALANCE,NATGASCM,INDPROD,2021,190348.203
CANADA,BALANCE,NATGASCM,INDPROD,3Q2022,33661.634
CANADA,BALANCE,NATGASCM,INDPROD,SEP2021,15752.566
CANADA,BALANCE,NATGASCM,INDPROD,YTD2021,140710.209
CANADA,BALANCE,NATGASCM,INDPROD,YTD2022,133535.603
CANADA,BALANCE,NATGASCM,STCHANAT,2020,3216.792
CANADA,BALANCE,NATGASCM,STCHANAT,2021,-2810.319
CANADA,BALANCE,NATGASCM,STCHANAT,3Q2022,5225.454
CANADA,BALANCE,NATGASCM,STCHANAT,SEP2021,2433.266
CANADA,BALANCE,NATGASCM,STCHANAT,YTD2021,192.01
CANADA,BALANCE,NATGASCM,STCHANAT,YTD2022,-474.973
CANADA,BALANCE,NATGASCM,TOTENTSB,2020,23641.962
CANADA,BALANCE,NATGASCM,TOTENTSB,2021,24207.29
CANADA,BALANCE,NATGASCM,TOTENTSB,3Q2022,3795.656
CANADA,BALANCE,NATGASCM,TOTENTSB,SEP2021,1860.132
CANADA,BALANCE,NATGASCM,TOTENTSB,YTD2021,17630.51
CANADA,BALANCE,NATGASCM,TOTENTSB,YTD2022,15761.625
CANADA,BALANCE,NATGASCM,TOTEXTSB,2020,70930.912
CANADA,BALANCE,NATGASCM,TOTEXTSB,2021,79560.218
CANADA,BALANCE,NATGASCM,TOTEXTSB,3Q2022,13679.629
CANADA,BALANCE,NATGASCM,TOTEXTSB,SEP2021,6254.419
CANADA,BALANCE,NATGASCM,TOTEXTSB,YTD2021,58824.455
CANADA,BALANCE,NATGASCM,TOTEXTSB,YTD2022,57326.82
CHILE,BALANCE,NATGASCM,GDINCTRO,2020,6233.0
CHILE,BALANCE,NATGASCM,GDINCTRO,2021,6270.0
CHILE,BALANCE,NATGASCM,GDINCTRO,3Q2022,1149.0
CHILE,BALANCE,NATGASCM,GDINCTRO,SEP2021,498.0
CHILE,BALANCE,NATGASCM,GDINCTRO,YTD2021,4679.0
CHILE,BALANCE,NATGASCM,GDINCTRO,YTD2022,4732.0
CHILE,BALANCE,NATGASCM,INDPROD,2020,1402.0
CHILE,BALANCE,NATGASCM,INDPROD,2021,1275.0
CHILE,BALANCE,NATGASCM,INDPROD,3Q2022,260.0
CHILE,BALANCE,NATGASCM,INDPROD,SEP2021,114.0
CHILE,BALANCE,NATGASCM,INDPROD,YTD2021,956.0
CHILE,BALANCE,NATGASCM,INDPROD,YTD2022,914.0
CHILE,BALANCE,NATGASCM,STCHANAT,2020,-36.0
CHILE,BALANCE,NATGASCM,STCHANAT,2021,15.0
CHILE,BALANCE,NATGASCM,STCHANAT,3Q2022,80.0
CHILE,BALANCE,NATGASCM,STCHANAT,SEP2021,12.0
CHILE,BALANCE,NATGASCM,STCHANAT,YTD2021,110.0
CHILE,BALANCE,NATGASCM,STCHANAT,YTD2022,35.0
CHILE,BALANCE,NATGASCM,TOTENTSB,2020,4865.0
CHILE,BALANCE,NATGASCM,TOTENTSB,2021,4488.5
CHILE,BALANCE,NATGASCM,TOTENTSB,3Q2022,1080.2
CHILE,BALANCE,NATGASCM,TOTENTSB,SEP2021,391.0
CHILE,BALANCE,NATGASCM,TOTENTSB,YTD2021,3371.8
CHILE,BALANCE,NATGASCM,TOTENTSB,YTD2022,3619.1
CZECH,BALANCE,NATGASCM,GDINCTRO,2020,8821.022
CZECH,BALANCE,NATGASCM,GDINCTRO,2021,9458.997
CZECH,BALANCE,NATGASCM,GDINCTRO,3Q2022,616.938
CZECH,BALANCE,NATGASCM,GDINCTRO,SEP2021,438.45
CZECH,BALANCE,NATGASCM,GDINCTRO,YTD2021,6637.591
CZECH,BALANCE,NATGASCM,GDINCTRO,YTD2022,4956.297
CZECH,BALANCE,NATGASCM,INDPROD,2020,196.075
CZECH,BALANCE,NATGASCM,INDPROD,2021,203.801
CZECH,BALANCE,NATGASCM,INDPROD,3Q2022,38.052
CZECH,BALANCE,NATGASCM,INDPROD,SEP2021,17.114
CZECH,BALANCE,NATGASCM,INDPROD,YTD2021,148.614
CZECH,BALANCE,NATGASCM,INDPROD,YTD2022,146.907
CZECH,BALANCE,NATGASCM,STCHANAT,2020,-1036.832
CZECH,BALANCE,NATGASCM,STCHANAT,2021,-536.3
CZECH,BALANCE,NATGASCM,STCHANAT,3Q2022,544.856
CZECH,BALANCE,NATGASCM,STCHANAT,SEP2021,529.514
CZECH,BALANCE,NATGASCM,STCHANAT,YTD2021,367.437
CZECH,BALANCE,NATGASCM,STCHANAT,YTD2022,1170.056
CZECH,BALANCE,NATGASCM,TOTENTSB,2020,43481.571
CZECH,BALANCE,NATGASCM,TOTENTSB,2021,45652.259
CZECH,BALANCE,NATGASCM,TOTENTSB,3Q2022,3024.976
CZECH,BALANCE,NATGASCM,TOTENTSB,SEP2021,4436.855
CZECH,BALANCE,NATGASCM,TOTENTSB,YTD2021,35833.825
CZECH,BALANCE,NATGASCM,TOTENTSB,YTD2022,23403.321
CZECH,BALANCE,NATGASCM,TOTEXTSB,2020,35893.456
CZECH,BALANCE,NATGASCM,TOTEXTSB,2021,36933.363
CZECH,BALANCE,NATGASCM,TOTEXTSB,3Q2022,1901.234
CZECH,BALANCE,NATGASCM,TOTEXTSB,SEP2021,3486.005
CZECH,BALANCE,NATGASCM,TOTEXTSB,YTD2021,28977.411
CZECH,BALANCE,NATGASCM,TOTEXTSB,YTD2022,17423.875
DENMARK,BALANCE,NATGASCM,GDINCTRO,2020,2817.43
DENMARK,BALANCE,NATGASCM,GDINCTRO,2021,2957.98
DENMARK,BALANCE,NATGASCM,GDINCTRO,3Q2022,239.82
DENMARK,BALANCE,NATGASCM,GDINCTRO,SEP2021,160.494
DENMARK,BALANCE,NATGASCM,GDINCTRO,YTD2021,2153.417
DENMARK,BALANCE,NATGASCM,GDINCTRO,YTD2022,1564.179
DENMARK,BALANCE,NATGASCM,INDPROD,2020,1840.411
DENMARK,BALANCE,NATGASCM,INDPROD,2021,1862.545
DENMARK,BALANCE,NATGASCM,INDPROD,3Q2022,346.023
DENMARK,BALANCE,NATGASCM,INDPROD,SEP2021,144.288
DENMARK,BALANCE,NATGASCM,INDPROD,YTD2021,1380.127
DENMARK,BALANCE,NATGASCM,INDPROD,YTD2022,1269.041
DENMARK,BALANCE,NATGASCM,STCHANAT,2020,-27.634
DENMARK,BALANCE,NATGASCM,STCHANAT,2021,-298.242
DENMARK,BALANCE,NATGASCM,STCHANAT,3Q2022,152.595
DENMARK,BALANCE,NATGASCM,STCHANAT,SEP2021,94.921
DENMARK,BALANCE,NATGASCM,STCHANAT,YTD2021,-205.815
DENMARK,BALANCE,NATGASCM,STCHANAT,YTD2022,245.467
DENMARK,BALANCE,NATGASCM,TOTENTSB,2020,2663.09
DENMARK,BALANCE,NATGASCM,TOTENTSB,2021,2499.038
DENMARK,BALANCE,NATGASCM,TOTENTSB,3Q2022,273.448
DENMARK,BALANCE,NATGASCM,TOTENTSB,SEP2021,219.607
DENMARK,BALANCE,NATGASCM,TOTENTSB,YTD2021,1815.503
DENMARK,BALANCE,NATGASCM,TOTENTSB,YTD2022,1521.35
DENMARK,BALANCE,NATGASCM,TOTEXTSB,2020,1714.163
DENMARK,BALANCE,NATGASCM,TOTEXTSB,2021,1702.182
DENMARK,BALANCE,NATGASCM,TOTEXTSB,3Q2022,244.566
DENMARK,BALANCE,NATGASCM,TOTEXTSB,SEP2021,108.288
DENMARK,BALANCE,NATGASCM,TOTEXTSB,YTD2021,1248.92
DENMARK,BALANCE,NATGASCM,TOTEXTSB,YTD2022,989.399
ESTONIA,BALANCE,NATGASCM,GDINCTRO,2020,421.0
ESTONIA,BALANCE,NATGASCM,GDINCTRO,2021,477.4
ESTONIA,BALANCE,NATGASCM,GDINCTRO,3Q2022,23.9
ESTONIA,BALANCE,NATGASCM,GDINCTRO,SEP2021,25.6
ESTONIA,BALANCE,NATGASCM,GDINCTRO,YTD2021,330.9
ESTONIA,BALANCE,NATGASCM,GDINCTRO,YTD2022,246.7
ESTONIA,BALANCE,NATGASCM,TOTENTSB,2020,421.0
ESTONIA,BALANCE,NATGASCM,TOTENTSB,2021,477.4
ESTONIA,BALANCE,NATGASCM,TOTENTSB,3Q2022,23.9
ESTONIA,BALANCE,NATGASCM,TOTENTSB,SEP2021,25.6
ESTONIA,BALANCE,NATGASCM,TOTENTSB,YTD2021,330.9
ESTONIA,BALANCE,NATGASCM,TOTENTSB,YTD2022,246.7
FINLAND,BALANCE,NATGASCM,GDINCTRO,2020,2430.5
FINLAND,BALANCE,NATGASCM,GDINCTRO,2021,2419.765
FINLAND,BALANCE,NATGASCM,GDINCTRO,3Q2022,267.685
FINLAND,BALANCE,NATGASCM,GDINCTRO,SEP2021,174.895
FINLAND,BALANCE,NATGASCM,GDINCTRO,SEP2022,81.895
FINLAND,BALANCE,NATGASCM,GDINCTRO,YTD2021,1907.08
FINLAND,BALANCE,NATGASCM,GDINCTRO,YTD2022,1006.875
FINLAND,BALANCE,NATGASCM,INDPROD,2020,12.0
FINLAND,BALANCE,NATGASCM,INDPROD,2021,12.0
FINLAND,BALANCE,NATGASCM,INDPROD,3Q2022,3.0
FINLAND,BALANCE,NATGASCM,INDPROD,SEP2021,1.0
FINLAND,BALANCE,NATGASCM,INDPROD,SEP2022,1.0
FINLAND,BALANCE,NATGASCM,INDPROD,YTD2021,9.0
FINLAND,BALANCE,NATGASCM,INDPROD,YTD2022,9.0
FINLAND,BALANCE,NATGASCM,STCHANAT,2020,7.0
FINLAND,BALANCE,NATGASCM,STCHANAT,2021,-10.0
FINLAND,BALANCE,NATGASCM,STCHANAT,3Q2022,-3.0
FINLAND,BALANCE,NATGASCM,STCHANAT,SEP2021,-6.0
FINLAND,BALANCE,NATGASCM,STCHANAT,SEP2022,-2.0
FINLAND,BALANCE,NATGASCM,STCHANAT,YTD2021,-18.0
FINLAND,BALANCE,NATGASCM,STCHANAT,YTD2022,5.0
FINLAND,BALANCE,NATGASCM,TOTENTSB,2020,2627.0
FINLAND,BALANCE,NATGASCM,TOTENTSB,2021,2630.0
FINLAND,BALANCE,NATGASCM,TOTENTSB,3Q2022,265.0
FINLAND,BALANCE,NATGASCM,TOTENTSB,SEP2021,172.0
FINLAND,BALANCE,NATGASCM,TOTENTSB,SEP2022,82.0
FINLAND,BALANCE,NATGASCM,TOTENTSB,YTD2021,2036.0
FINLAND,BALANCE,NATGASCM,TOTENTSB,YTD2022,1154.44
FINLAND,BALANCE,NATGASCM,TOTEXTSB,2020,182.0
FINLAND,BALANCE,NATGASCM,TOTEXTSB,2021,244.0
FINLAND,BALANCE,NATGASCM,TOTEXTSB,3Q2022,3.156
FINLAND,BALANCE,NATGASCM,TOTEXTSB,SEP2021,4.0
FINLAND,BALANCE,NATGASCM,TOTEXTSB,SEP2022,3.078
FINLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2021,168.0
FINLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2022,106.326
FRANCE,BALANCE,NATGASCM,GDINCTRO,2020,38562.778
FRANCE,BALANCE,NATGASCM,GDINCTRO,2021,40866.655
FRANCE,BALANCE,NATGASCM,GDINCTRO,3Q2022,5099.954
FRANCE,BALANCE,NATGASCM,GDINCTRO,SEP2021,1717.031
FRANCE,BALANCE,NATGASCM,GDINCTRO,SEP2022,1915.682
FRANCE,BALANCE,NATGASCM,GDINCTRO,YTD2021,27681.464
FRANCE,BALANCE,NATGASCM,GDINCTRO,YTD2022,26202.227
FRANCE,BALANCE,NATGASCM,INDPROD,2020,207.707
FRANCE,BALANCE,NATGASCM,INDPROD,2021,396.261
FRANCE,BALANCE,NATGASCM,INDPROD,3Q2022,157.533
FRANCE,BALANCE,NATGASCM,INDPROD,SEP2021,34.754
FRANCE,BALANCE,NATGASCM,INDPROD,SEP2022,54.212
FRANCE,BALANCE,NATGASCM,INDPROD,YTD2021,270.89
FRANCE,BALANCE,NATGASCM,INDPROD,YTD2022,442.401
FRANCE,BALANCE,NATGASCM,STCHANAT,2020,-2025.842
FRANCE,BALANCE,NATGASCM,STCHANAT,2021,-1553.438
FRANCE,BALANCE,NATGASCM,STCHANAT,3Q2022,4001.382
FRANCE,BALANCE,NATGASCM,STCHANAT,SEP2021,989.58
FRANCE,BALANCE,NATGASCM,STCHANAT,SEP2022,671.456
FRANCE,BALANCE,NATGASCM,STCHANAT,YTD2021,2238.012
FRANCE,BALANCE,NATGASCM,STCHANAT,YTD2022,4642.886
FRANCE,BALANCE,NATGASCM,TOTENTSB,2020,46139.555
FRANCE,BALANCE,NATGASCM,TOTENTSB,2021,45409.757
FRANCE,BALANCE,NATGASCM,TOTENTSB,3Q2022,13239.871
FRANCE,BALANCE,NATGASCM,TOTENTSB,SEP2021,3073.195
FRANCE,BALANCE,NATGASCM,TOTENTSB,SEP2022,4038.997
FRANCE,BALANCE,NATGASCM,TOTENTSB,YTD2021,33960.563
FRANCE,BALANCE,NATGASCM,TOTENTSB,YTD2022,41157.757
FRANCE,BALANCE,NATGASCM,TOTEXTSB,2020,9101.767
FRANCE,BALANCE,NATGASCM,TOTEXTSB,2021,5788.097
FRANCE,BALANCE,NATGASCM,TOTEXTSB,3Q2022,4066.064
FRANCE,BALANCE,NATGASCM,TOTEXTSB,SEP2021,333.97
FRANCE,BALANCE,NATGASCM,TOTEXTSB,SEP2022,1430.896
FRANCE,BALANCE,NATGASCM,TOTEXTSB,YTD2021,3858.678
FRANCE,BALANCE,NATGASCM,TOTEXTSB,YTD2022,10205.07
GERMANY,BALANCE,NATGASCM,GDINCTRO,2020,89289.949
GERMANY,BALANCE,NATGASCM,GDINCTRO,2021,93626.68
GERMANY,BALANCE,NATGASCM,GDINCTRO,3Q2022,6697.276
GERMANY,BALANCE,NATGASCM,GDINCTRO,SEP2021,4193.666
GERMANY,BALANCE,NATGASCM,GDINCTRO,YTD2021,65092.469
GERMANY,BALANCE,NATGASCM,GDINCTRO,YTD2022,52915.871
GERMANY,BALANCE,NATGASCM,INDPROD,2020,4874.0
GERMANY,BALANCE,NATGASCM,INDPROD,2021,4806.0
GERMANY,BALANCE,NATGASCM,INDPROD,3Q2022,740.0
GERMANY,BALANCE,NATGASCM,INDPROD,SEP2021,382.0
GERMANY,BALANCE,NATGASCM,INDPROD,YTD2021,3555.0
GERMANY,BALANCE,NATGASCM,INDPROD,YTD2022,3103.0
GERMANY,BALANCE,NATGASCM,STCHANAT,2020,-5174.0
GERMANY,BALANCE,NATGASCM,STCHANAT,2021,-5667.0
GERMANY,BALANCE,NATGASCM,STCHANAT,3Q2022,5991.0
GERMANY,BALANCE,NATGASCM,STCHANAT,SEP2021,2060.0
GERMANY,BALANCE,NATGASCM,STCHANAT,YTD2021,-1901.0
GERMANY,BALANCE,NATGASCM,STCHANAT,YTD2022,7453.0
GERMANY,BALANCE,NATGASCM,TOTENTSB,2020,155492.654
GERMANY,BALANCE,NATGASCM,TOTENTSB,2021,154452.948
GERMANY,BALANCE,NATGASCM,TOTENTSB,3Q2022,19194.69
GERMANY,BALANCE,NATGASCM,TOTENTSB,SEP2021,12073.625
GERMANY,BALANCE,NATGASCM,TOTENTSB,YTD2021,115619.269
GERMANY,BALANCE,NATGASCM,TOTENTSB,YTD2022,97923.475
GERMANY,BALANCE,NATGASCM,TOTEXTSB,2020,76250.705
GERMANY,BALANCE,NATGASCM,TOTEXTSB,2021,71299.268
GERMANY,BALANCE,NATGASCM,TOTEXTSB,3Q2022,7246.413
GERMANY,BALANCE,NATGASCM,TOTEXTSB,SEP2021,6201.959
GERMANY,BALANCE,NATGASCM,TOTEXTSB,YTD2021,55982.8
GERMANY,BALANCE,NATGASCM,TOTEXTSB,YTD2022,40657.603
GREECE,BALANCE,NATGASCM,GDINCTRO,2020,5830.89
GREECE,BALANCE,NATGASCM,GDINCTRO,2021,6451.516
GREECE,BALANCE,NATGASCM,GDINCTRO,3Q2022,1052.853
GREECE,BALANCE,NATGASCM,GDINCTRO,SEP2021,520.749
GREECE,BALANCE,NATGASCM,GDINCTRO,YTD2021,4840.243
GREECE,BALANCE,NATGASCM,GDINCTRO,YTD2022,3983.833
GREECE,BALANCE,NATGASCM,INDPROD,2020,6.48
GREECE,BALANCE,NATGASCM,INDPROD,2021,4.019
GREECE,BALANCE,NATGASCM,INDPROD,SEP2021,0.406
GREECE,BALANCE,NATGASCM,INDPROD,YTD2021,4.019
GREECE,BALANCE,NATGASCM,STCHANAT,2020,42.439
GREECE,BALANCE,NATGASCM,STCHANAT,2021,-31.599
GREECE,BALANCE,NATGASCM,STCHANAT,3Q2022,74.701
GREECE,BALANCE,NATGASCM,STCHANAT,SEP2021,-50.298
GREECE,BALANCE,NATGASCM,STCHANAT,YTD2021,-67.758
GREECE,BALANCE,NATGASCM,STCHANAT,YTD2022,2.113
GREECE,BALANCE,NATGASCM,TOTENTSB,2020,5902.732
GREECE,BALANCE,NATGASCM,TOTENTSB,2021,13337.416
GREECE,BALANCE,NATGASCM,TOTENTSB,3Q2022,2801.966
GREECE,BALANCE,NATGASCM,TOTENTSB,SEP2021,1115.687
GREECE,BALANCE,NATGASCM,TOTENTSB,YTD2021,9451.291
GREECE,BALANCE,NATGASCM,TOTENTSB,YTD2022,10443.6
GREECE,BALANCE,NATGASCM,TOTEXTSB,2020,33.24
GREECE,BALANCE,NATGASCM,TOTEXTSB,2021,6878.297
GREECE,BALANCE,NATGASCM,TOTEXTSB,3Q2022,1708.758
GREECE,BALANCE,NATGASCM,TOTEXTSB,SEP2021,642.373
GREECE,BALANCE,NATGASCM,TOTEXTSB,YTD2021,4655.125
GREECE,BALANCE,NATGASCM,TOTEXTSB,YTD2022,6614.802
HUNGARY,BALANCE,NATGASCM,GDINCTRO,2020,10598.862
HUNGARY,BALANCE,NATGASCM,GDINCTRO,2021,11233.062
HUNGARY,BALANCE,NATGASCM,GDINCTRO,3Q2022,743.349
HUNGARY,BALANCE,NATGASCM,GDINCTRO,SEP2021,472.863
HUNGARY,BALANCE,NATGASCM,GDINCTRO,YTD2021,7480.379
HUNGARY,BALANCE,NATGASCM,GDINCTRO,YTD2022,6467.07
HUNGARY,BALANCE,NATGASCM,INDPROD,2020,1690.808
HUNGARY,BALANCE,NATGASCM,INDPROD,2021,1506.265
HUNGARY,BALANCE,NATGASCM,INDPROD,3Q2022,260.549
HUNGARY,BALANCE,NATGASCM,INDPROD,SEP2021,116.663
HUNGARY,BALANCE,NATGASCM,INDPROD,YTD2021,1128.382
HUNGARY,BALANCE,NATGASCM,INDPROD,YTD2022,993.898
HUNGARY,BALANCE,NATGASCM,STCHANAT,2020,-981.0
HUNGARY,BALANCE,NATGASCM,STCHANAT,2021,-2248.8
HUNGARY,BALANCE,NATGASCM,STCHANAT,3Q2022,1519.9
HUNGARY,BALANCE,NATGASCM,STCHANAT,SEP2021,217.0
HUNGARY,BALANCE,NATGASCM,STCHANAT,YTD2021,-76.0
HUNGARY,BALANCE,NATGASCM,STCHANAT,YTD2022,913.7
HUNGARY,BALANCE,NATGASCM,TOTENTSB,2020,13718.0
HUNGARY,BALANCE,NATGASCM,TOTENTSB,2021,8447.9
HUNGARY,BALANCE,NATGASCM,TOTENTSB,3Q2022,2050.2
HUNGARY,BALANCE,NATGASCM,TOTENTSB,SEP2021,576.6
HUNGARY,BALANCE,NATGASCM,TOTENTSB,YTD2021,7043.6
HUNGARY,BALANCE,NATGASCM,TOTENTSB,YTD2022,7396.4
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,2020,5790.0
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,2021,969.903
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,3Q2022,47.5
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,SEP2021,3.4
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,YTD2021,767.603
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,YTD2022,1097.9
IRELAND,BALANCE,NATGASCM,GDINCTRO,2020,5469.651
IRELAND,BALANCE,NATGASCM,GDINCTRO,2021,5214.865
IRELAND,BALANCE,NATGASCM,GDINCTRO,3Q2022,1284.737
